rank,nome,nota media
982,Deep Space D-6,7.24
983,Explorers of the North Sea,7.32
984,Animal Upon Animal,6.81
985,Unmatched: Jurassic Park – InGen vs Raptors,8.22
986,Watson & Holmes,7.33
987,Babylonia,7.72
988,Tsuro,6.67
989,"Julius Caesar: Caesar, Pompey, and the Roman Civil War",7.79
990,Shadow Hunters,6.82
991,Automania,7.32
992,Black Sonata,7.53
993,Wendake,7.52
994,A War of Whispers,7.45
995,Summoner Wars (Second Edition),8.41
996,Unlock!: Escape Adventures – Squeek & Sausage,7.18
997,Merlin,7.13
998,For the People,7.77
999,Princes of the Renaissance,7.34
1000,Chimera Station,7.31
1001,Abomination: The Heir of Frankenstein,7.50
1002,Fortune and Glory: The Cliffhanger Game,7.10
1003,Legend of the Five Rings: The Card Game,7.43
1004,Level 7 [Omega Protocol],7.46
1005,Cockroach Poker,6.75
1006,Loopin' Louie,6.76
1007,Haggis,6.97
1008,Mottainai,7.03
1009,Whistle Stop,7.12
1010,Tidal Blades: Heroes of the Reef,7.72
1011,Quarto,6.86
1012,Caylus Magna Carta,6.91
1013,Little Town,7.27
1014,Andean Abyss,7.62
1015,Ticket to Ride: London,7.18
1016,Primordial Soup,6.94
1017,Power Grid: Factory Manager,6.85
1018,Risk: Star Wars Edition,7.02
1019,Manoeuvre,7.30
1020,Vanuatu,7.21
1021,Steam Park,6.86
1022,Rallyman: GT,7.31
1023,Claustrophobia 1643,8.08
1024,Legacy of Dragonholt,7.26
1025,The Prodigals Club,7.30
1026,The Reckoners,7.73
1027,Plague Inc.: The Board Game,7.46
1028,Vikings Gone Wild,7.18
1029,Tiny Epic Dinosaurs,7.42
1030,Witch's Brew,7.01
1031,Orchard: A 9 card solitaire game,7.45
1032,Jump Drive,7.03
1033,Outfoxed!,7.19
1034,Men at Work,7.31
1035,Insider,7.10
1036,Catan Card Game,6.71
1037,Forum Trajanum,7.29
1038,Encore!,7.00
1039,La Isla,6.87
1040,Duelosaur Island,7.14
1041,Hansa,6.88
1042,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,7.30
1043,Blueprints,6.81
1044,Escape Room: The Game,7.02
1045,Unlock!: Epic Adventures,7.86
1046,Kraftwagen,7.26
1047,Three Kingdoms Redux,7.90
1048,Fleet,6.88
1049,Dead Men Tell No Tales,7.12
1050,Machi Koro,6.62
1051,Ninjato,7.18
1052,Fog of Love,6.84
1053,Agra,7.34
1054,Exit: The Game – The Sinister Mansion,7.39
1055,Peloponnes,7.12
1056,Fairy Tale,6.72
1057,Hamburgum,7.05
1058,Thunderbolt Apache Leader,8.06
1059,Strasbourg,7.17
1060,Crisis,7.54
1061,Rise of Augustus,6.74
1062,Colossal Arena,6.77
1063,Fief: France 1429,7.45
1064,GIPF,7.09
1065,Escape from the Aliens in Outer Space,6.94
1066,Sushi Roll,7.12
1067,New York 1901,6.82
1068,Council of 4,7.18
1069,Cleopatra and the Society of Architects,6.80
1070,Carcassonne: South Seas,7.07
1071,Street Masters,8.15
1072,Stick 'Em,7.04
1073,Mythos Tales,7.41
1074,Trains: Rising Sun,7.45
1075,The Game,6.71
1076,Hacienda,6.93
1077,Ultimate Werewolf: Ultimate Edition,7.00
1078,A Touch of Evil: The Supernatural Game,6.97
1079,The Golden Ages,7.27
1080,Dominant Species: Marine,8.19
1081,Tiny Epic Zombies,7.00
1082,Blokus Duo,6.83
1083,Ponzi Scheme,7.18
1084,Fallout,6.94
1085,Santiago de Cuba,6.90
1086,Smash Up: It's Your Fault!,7.53
1087,Arkadia,6.91
1088,Mission: Red Planet,6.90
1089,Java,7.01
1090,Poker,6.72
1091,Keythedral,7.05
1092,Merchants Cove,7.68
1093,Tawantinsuyu: The Inca Empire,7.62
1094,Rise of Tribes,7.21
1095,Liberty or Death: The American Insurrection,7.82
1096,Medieval Academy,6.95
1097,Alma Mater,7.55
1098,Dungeon Fighter,6.82
1099,Planet Steam,7.12
1100,Yedo: Deluxe Master Set,8.09
1101,CuBirds,6.98
1102,Merchant of Venus,7.14
1103,A Game of Thrones: The Card Game,6.83
1104,"The Hunters: German U-Boats at War, 1939-43",7.77
1105,Liberté,7.13
1106,Carcassonne: Winter Edition,7.50
1107,Castle Panic,6.65
1108,The Castles of Tuscany,7.34
1109,Conflict of Heroes: Storms of Steel! – Kursk 1943,7.71
1110,Circle the Wagons,7.16
1111,Guildhall,6.91
1112,Dungeon Twister,6.82
1113,Catacombs,7.08
1114,The Werewolves of Miller's Hollow,6.72
1115,BattleTech,7.07
1116,Hostage Negotiator,6.86
1117,Thunderbirds,7.55
1118,Sentient,7.24
1119,Rattus,6.78
1120,On Tour,7.01
1121,Obscurio,7.22
1122,Viceroy,6.82
1123,Unfathomable,7.92
1124,Rallyman,7.20
1125,Evo,6.87
1126,Ulm,7.04
1127,Dark Moon,7.01
1128,Rialto,6.91
1129,Elfenland,6.69
1130,Set a Watch,7.32
1131,Castell,7.49
1132,Odin's Ravens (Second Edition),7.05
1133,Royals,7.16
1134,Maquis,7.40
1135,Exit: The Game – The Sunken Treasure,7.09
1136,Medina,7.01
1137,Folklore: The Affliction,7.78
1138,Sylvion,7.10
1139,The Magic Labyrinth,6.82
1140,Ubongo,6.70
1141,Timeline: Inventions,6.71
1142,Star Wars: Legion,8.01
1143,Heroes of Normandie,7.46
1144,Axis & Allies Europe 1940,7.56
1145,Betrayal at Baldur's Gate,7.13
1146,Fireball Island: The Curse of Vul-Kar,6.87
1147,Dead Man's Draw,6.85
1148,Cockroach Poker Royal,7.05
1149,Eat Poop You Cat,7.45
1150,Warp's Edge,7.88
1151,UBOOT: The Board Game,7.70
1152,Fire & Axe: A Viking Saga,7.00
1153,Clever Cubed,7.65
1154,Advanced Squad Leader: Starter Kit #2,7.95
1155,Zombicide: 2nd Edition,8.17
1156,Dale of Merchants 2,7.33
1157,Spirits of the Wild,7.36
1158,Mega Civilization,8.24
1159,Claim,7.00
1160,Cartagena,6.68
1161,Qwinto,7.03
1162,Tournay,6.99
1163,KeyForge: Age of Ascension,7.34
1164,New Angeles,7.12
1165,Titan,6.97
1166,Keyper,7.33
1167,Wings of War: Famous Aces,6.86
1168,The Captain Is Dead,7.13
1169,Copenhagen,7.15
1170,Saboteur,6.56
1171,Maximum Apocalypse,7.58
1172,Exit: The Game – The Forgotten Island,6.98
1173,Villages of Valeria,7.03
1174,Ghost Blitz,6.71
1175,Imperium: Legends,8.01
1176,Hellboy: The Board Game,7.90
1177,Star Trek: Catan,7.00
1178,Starship Catan,6.84
1179,The Little Prince: Make Me a Planet,6.91
1180,Mystery Rummy: Jack the Ripper,6.95
1181,Mariposas,7.00
1182,Fearsome Floors,6.67
1183,Mykerinos,6.85
1184,TransAmerica,6.67
1185,Unlock!: Escape Adventures – The Formula,7.04
1186,Mysterium Park,7.31
1187,Doom: The Boardgame,6.86
1188,Warsaw: City of Ruins,7.34
1189,Porta Nigra,7.18
1190,The Staufer Dynasty,7.16
1191,The Starfarers of Catan,6.80
1192,XenoShyft: Onslaught,6.94
1193,One Deck Dungeon: Forest of Shadows,7.18
1194,Merkator,7.04
1195,Welcome to the Dungeon,6.58
1196,Spot it!,6.61
1197,Murano,7.20
1198,Say Anything,6.73
1199,Oriflamme,7.20
1200,Rajas of the Ganges: The Dice Charmers,7.62
1201,Conspiracy: Abyss Universe,7.38
1202,Unearth,6.89
1203,Stronghold: 2nd edition,7.48
1204,Asara,7.00
1205,Cosmic Encounter,6.91
1206,Room 25,6.73
1207,The Castles of Burgundy: The Dice Game,6.91
1208,Exit: The Game – The Polar Station,6.92
1209,1862: Railway Mania in the Eastern Counties,8.29
1210,Rum & Bones: Second Tide,7.66
1211,Escape Tales: The Awakening,7.16
1212,Kahuna,6.62
1213,Deep Madness,7.91
1214,Gloom of Kilforth: A Fantasy Quest Game,7.61
1215,Gravwell: Escape from the 9th Dimension,6.90
1216,18Chesapeake,7.85
1217,Wyatt Earp,6.83
1218,Heroes of Terrinoth,7.35
1219,Dice City,6.76
1220,Warrior Knights,6.87
1221,Barony,7.08
1222,Amyitis,6.92
1223,Ascending Empires,7.18
1224,Pictomania (Second Edition),7.59
1225,Manhattan,6.72
1226,Railroad Ink Challenge: Lush Green Edition,7.86
1227,Valley of the Kings: Afterlife,7.26
1228,Aton,6.87
1229,Startups,7.15
1230,Agricola: Family Edition,7.11
1231,DC Comics Deck-Building Game: Heroes Unite,7.39
1232,Balloon Cup,6.68
1233,Galaxy Defenders,7.45
1234,Spicy,7.23
1235,Mascarade,6.60
1236,Coloma,7.40
1237,Timeline: Events,6.77
1238,Guillotine,6.53
1239,Museum,7.24
1240,Rune Age,6.81
1241,Edge of Darkness,7.53
1242,Small World of Warcraft,7.52
1243,Blue Moon,6.70
1244,De Vulgari Eloquentia,7.21
1245,Tides of Time,6.63
1246,Pioneer Days,7.29
1247,Viral,6.98
1248,Star Wars: Epic Duels,7.00
1249,Meuterer,6.88
1250,NEOM,7.36
1251,Le Havre: The Inland Port,6.84
1252,Lost Cities: The Board Game,6.80
1253,Kingdom Rush: Rift in Time,7.60
1254,Ca$h 'n Gun$,6.57
1255,Medina (Second Edition),7.21
1256,Nothing Personal,7.06
1257,Bausack,6.81
1258,Löwenherz,7.03
1259,Vampire: The Eternal Struggle,7.22
1260,Roma,6.76
1261,Wallenstein (Second Edition),7.60
1262,Turn the Tide,6.76
1263,V-Sabotage,7.76
1264,Exit: The Game – The Mysterious Museum,7.19
1265,Calimala,7.20
1266,Aladdin's Dragons,6.90
1267,Advanced Squad Leader: Starter Kit #3,8.04
1268,Imhotep: The Duel,7.13
1269,Werewords Deluxe Edition,7.58
1270,Haspelknecht,7.25
1271,Kodama: The Tree Spirits,6.72
1272,Kremlin,6.96
1273,Necromunda,7.31
1274,Axis & Allies Pacific 1940,7.51
1275,D-Day Dice,6.83
1276,Naga Raja,7.20
1277,Walking in Burano,7.17
1278,Quoridor,6.66
1279,Blokus 3D,6.79
1280,High Frontier 4 All,8.55
1281,Yomi,6.96
1282,Super-Skill Pinball: 4-Cade,7.29
1283,Fallout Shelter: The Board Game,7.30
1284,Onirim,6.65
1285,Dungeons & Dragons: Temple of Elemental Evil Board Game,7.40
1286,Solenia,7.09
1287,Here I Stand: 500th Anniversary Edition,8.58
1288,Paris,7.34
1289,Carnival of Monsters,7.29
1290,Pickomino,6.57
1291,Imagine,6.90
1292,Factory Fun,6.81
1293,Tides of Madness,6.81
1294,Carolus Magnus,6.82
1295,Cartographers Heroes,8.00
1296,Patchistory,7.12
1297,Antike II,7.48
1298,Robo Rally,7.04
1299,Omen: A Reign of War,7.34
1300,Fields of Fire,7.86
1301,Coup: Rebellion G54,7.01
1302,Middle-earth,7.30
1303,Beasty Bar,6.82
1304,Sun Tzu,7.05
1305,Timeline: General Interest,6.78
1306,Sword of Rome,7.33
1307,Sleuth,6.91
1308,Traders of Osaka,6.82
1309,DOOM: The Board Game,7.46
1310,High Frontier,7.37
1311,Blokus Trigon,6.90
1312,La Cosa Nostra,7.69
1313,Wildcatters,7.61
1314,Dragonfire,7.23
1315,In the Shadow of the Emperor,6.87
1316,Scotland Yard,6.51
1317,Ishtar: Gardens of Babylon,7.10
1318,Tramways,7.42
1319,My Village,6.95
1320,1856: Railroading in Upper Canada from 1856,7.51
1321,Eight-Minute Empire,6.57
1322,The Fox in the Forest Duet,7.15
1323,Escape the Dark Castle,7.51
1324,Back to the Future: Back in Time,7.33
1325,Power Grid: The First Sparks,6.80
1326,The Scepter of Zavandor,6.97
1327,7 Wonders: Architects,7.18
1328,Pixel Tactics,6.89
1329,Renegade,7.76
1330,Stephenson's Rocket,6.89
1331,Bullet♥︎,7.76
1332,Happy Salmon,6.73
1333,Bargain Quest,6.94
1334,Flick of Faith,7.47
1335,Carnegie,7.73
1336,Cahoots,7.18
1337,Giants,6.97
1338,Backgammon,6.54
1339,Havana,6.85
1340,Faiyum,7.62
1341,Ascension: Immortal Heroes,7.34
1342,Space Crusade,7.03
1343,Empire Builder,6.95
1344,Mü & More,7.15
1345,Ticket to Ride: Germany,7.62
1346,Exit: The Game – The Catacombs of Horror,7.41
1347,Illusion,6.77
1348,Junta,6.69
1349,BANG!,6.51
1350,Masmorra: Dungeons of Arcadia,7.05
1351,Pax Renaissance: 2nd Edition,8.67
1352,The Rose King,6.81
1353,Doomtown: Reloaded,7.14
1354,I'm the Boss!,6.78
1355,Olympos,6.91
1356,Yukon Airways,7.44
1357,Spyfall 2,6.95
1358,Wars of the Roses: Lancaster vs. York,7.35
1359,Kashgar: Merchants of the Silk Road,7.07
1360,Aquaretto,6.98
1361,Ad Astra,6.87
1362,Magic Realm,7.21
1363,Lockup: A Roll Player Tale,7.37
1364,Codex: Card-Time Strategy – Deluxe Set,8.05
1365,Neanderthal,7.33
1366,The Artemis Project,7.31
1367,Tussie Mussie,6.96
1368,Expedition to Newdale,7.49
1369,CV,6.61
1370,Ingenious: Travel Edition,7.09
1371,Unconditional Surrender! World War 2 in Europe,8.21
1372,The Civil War 1861-1865,7.72
1373,Aeon's End: Outcasts,8.75
1374,Age of Renaissance,7.10
1375,So Clover!,7.58
1376,Pueblo,6.93
1377,Planet,6.74
1378,The New Era,7.51
1379,Walnut Grove,6.98
1380,Call of Cthulhu: The Card Game,6.91
1381,The Adventures of Robin Hood,7.85
1382,Oceanos,6.84
1383,Arctic Scavengers,6.83
1384,Indigo,6.84
1385,Hab & Gut,7.08
1386,Warhammer Quest: Blackstone Fortress,7.93
1387,Hit Z Road,6.77
1388,The LOOP,7.92
1389,Unlock!: Secret Adventures – The Adventurers of Oz,7.44
1390,Puzzle Strike: Third Edition,7.22
1391,Revolution!,6.72
1392,Risk 2210 A.D.,6.69
1393,Welcome Back to the Dungeon,6.77
1394,Ogre,6.96
1395,Tiny Epic Kingdoms,6.58
1396,Pirate's Cove,6.57
1397,The Climbers,6.82
1398,Navajo Wars,7.98
1399,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,7.91
1400,Exit: The Game – The Forbidden Castle,6.84
1401,Aftermath,7.82
1402,Shogi,7.37
1403,Fireteam Zero,7.52
1404,Dinosaur World,7.58
1405,Super Fantasy Brawl,7.80
1406,Indian Summer,6.79
1407,Dice Settlers,6.96
1408,The 7th Continent: Classic Edition,7.86
1409,Power Struggle,6.98
1410,Rise of Empires,7.04
1411,World in Flames,7.60
1412,Himalaya,7.00
1413,Bloodborne: The Card Game,6.90
1414,Piepmatz,7.14
1415,Kingdoms,6.64
1416,Android,6.74
1417,Successors (Third Edition),7.53
1418,RAF: The Battle of Britain 1940,8.00
1419,Thanos Rising: Avengers Infinity War,7.17
1420,Ys,6.89
1421,Legendary Encounters: A Firefly Deck Building Game,7.13
1422,The Red Dragon Inn 2,6.91
1423,Aerion,7.45
1424,GKR: Heavy Hitters,7.67
1425,Oregon,6.76
1426,Tortuga 1667,6.95
1427,City of Iron,7.19
1428,On the Underground,6.90
1429,The Bottle Imp,6.74
1430,Mystery of the Abbey,6.54
1431,A Study in Emerald (Second Edition),6.93
1432,SHŌBU,7.60
1433,Witchstone,7.77
1434,The Lord of the Ice Garden,7.65
1435,"Artifacts, Inc.",6.78
1436,Battle Cry: 150th Civil War Anniversary Edition,7.63
1437,Gingerbread House,7.03
1438,PitchCar Mini,6.96
1439,Unlock!: Mystery Adventures – The House on the Hill,7.04
1440,Axis & Allies,6.70
1441,Aristeia!,8.31
1442,A House Divided: War Between the States 1861-65,7.07
1443,Gulo Gulo,6.83
1444,Beyond Balderdash,6.82
1445,Infinity Gauntlet: A Love Letter Game,7.12
1446,Warfighter: The Tactical Special Forces Card Game,7.71
1447,51st State,6.81
1448,Timeline: Discoveries,6.72
1449,The Great Dalmuti,6.57
1450,Samurai Spirit,6.64
1451,Unmatched: Little Red Riding Hood vs. Beowulf,8.41
1452,CloudAge,7.44
1453,The Ancient World,7.00
1454,Otys,7.00
1455,Capital Lux,7.04
1456,Empires in Arms,7.62
1457,Pergamon: Second Edition,6.89
1458,Mordheim: City of the Damned,7.31
1459,Marrakech,6.68
1460,Transatlantic,7.09
1461,Leonardo da Vinci,6.74
1462,Habitats,7.35
1463,World of Warcraft: The Boardgame,6.68
1464,The Great Heartland Hauling Co.,6.88
1465,Drop It,6.92
1466,Skulk Hollow,7.41
1467,Ave Caesar,6.63
1468,Space Cadets: Dice Duel,6.77
1469,Infinity,8.10
1470,Jungle Speed,6.50
1471,König von Siam,6.91
1472,Trapwords,6.99
1473,The King Is Dead,7.14
1474,New York Slice,6.73
1475,Star Wars: Unlock!,7.12
1476,Love Letter: Adventure Time,7.23
1477,Las Vegas Royale,7.45
1478,DC Comics Dice Masters: Justice League,7.33
1479,Helvetia,6.98
1480,Forge War,7.23
1481,Similo,6.88
1482,SET,6.49
1483,Star Trek: Attack Wing,7.50
1484,Ascension: Rise of Vigil,7.17
1485,Altar Quest,7.92
1486,New Bedford,7.09
1487,Nanty Narking,7.59
1488,Evo (Second Edition),6.94
1489,Mangrovia,7.16
1490,Bios: Megafauna (Second Edition),7.70
1491,Flip Ships,7.04
1492,Adventure Games: The Dungeon,7.04
1493,Project: ELITE,7.64
1494,Kamisado,6.92
1495,Smash Up: The Obligatory Cthulhu Set,6.75
1496,Strike,6.85
1497,Pendragon: The Fall of Roman Britain,7.96
1498,Adventure Land,6.91
1499,Regicide,7.59
1500,Nefertiti,7.00
1501,A Victory Lost: Crisis in Ukraine 1942-1943,7.68
1502,1817,8.69
1503,MicroMacro: Crime City – Full House,7.98
1504,Krosmaster: Arena,6.75
1505,Exodus: Proxima Centauri,7.16
1506,La Boca,6.98
1507,Hare & Tortoise,6.63
1508,The Ancient World (Second Edition),7.62
1509,Wild Space,7.39
1510,The Adventurers: The Temple of Chac,6.60
1511,Axis & Allies,6.56
1512,Carcassonne: Amazonas,7.08
1513,Babel,6.66
1514,Dungeons & Dragons Dice Masters: Battle for Faerûn,7.24
1515,Wooden Ships & Iron Men,7.06
1516,Favor of the Pharaoh,6.79
1517,Big City,6.86
1518,Timeline: Music & Cinema,6.74
1519,Duplik,6.98
1520,Key Flow,7.41
1521,Trambahn,6.95
1522,Steel Driver,6.97
1523,Campy Creatures,7.08
1524,Sluff Off!,6.87
1525,Strat-O-Matic Baseball,7.80
1526,Wits & Wagers Party,6.91
1527,Smash Up: Cease and Desist,7.47
1528,Tempel des Schreckens,7.10
1529,Xiangqi,7.12
1530,Steam Time,7.11
1531,Unlock!: Mystery Adventures – The Tonipal's Treasure,7.04
1532,Historia,6.89
1533,Antike Duellum,7.07
1534,Breakout: Normandy,7.69
1535,Sorcerer City,7.53
1536,Time's Up! Edición Amarilla,7.49
1537,John Company,7.45
1538,Niagara,6.47
1539,Khôra: Rise of an Empire,7.60
1540,Felicity: The Cat in the Sack,6.57
1541,Europe Engulfed: WWII European Theatre Block Game,7.48
1542,A Game of Thrones: Hand of the King,6.67
1543,The Russian Campaign,7.31
1544,Fjords,6.74
1545,Diamonds Club,7.04
1546,Pax Pamir,7.50
1547,Pictures,7.20
1548,"Napoléon: The Waterloo Campaign, 1815",7.36
1549,Québec,7.13
1550,Pavlov's House,7.98
1551,Expedition: Northwest Passage,6.98
1552,Imaginarium,7.19
1553,Love Letter: The Hobbit – The Battle of the Five Armies,7.10
1554,Boonlake,7.84
1555,Edo,7.07
1556,Treasure Hunter,6.77
1557,Clans,6.56
1558,The Red Dragon Inn,6.56
1559,Dungeon Degenerates: Hand of Doom,8.24
1560,A Castle for All Seasons,6.73
1561,Path of Light and Shadow,7.44
1562,Carcassonne Junior,6.70
1563,Rune Stones,7.27
1564,Battle Sheep,6.62
1565,Odin's Ravens,6.65
1566,Time's Up! Edición Azul,7.34
1567,Legend of the Five Rings,7.15
1568,The Expanse Board Game,7.20
1569,Theseus: The Dark Orbit,7.06
1570,Ground Floor,7.02
1571,Cold War: CIA vs KGB,6.64
1572,Ubongo 3D,7.10
1573,Monolith Arena,7.59
1574,Royal Palace,6.88
1575,Founding Fathers,6.96
1576,Ra: The Dice Game,6.78
1577,Curious Cargo,7.32
1578,Sanctum,7.15
1579,Kitchen Rush (Revised Edition),7.67
1580,Trekking the World,7.12
1581,Tsuro of the Seas,6.54
1582,Bruxelles 1897,7.30
1583,Talisman: Revised 4th Edition,6.52
1584,Eurorails,7.09
1585,Carrom,7.05
1586,Thunderstone Advance: Numenera,7.29
1587,Tiny Epic Western,6.66
1588,Bitoku,8.03
1589,Château Roquefort,6.84
1590,The Quest for El Dorado: The Golden Temples,7.79
1591,Spirits of the Forest,6.89
1592,Reykholt,6.74
1593,"Colonial Twilight: The French-Algerian War, 1954-62",7.79
1594,1849: The Game of Sicilian Railways,8.24
1595,Holmes: Sherlock & Mycroft,6.83
1596,Warhammer Underworlds: Nightvault,7.86
1597,Virus!,6.76
1598,Race! Formula 90,7.99
1599,Battle Line: Medieval,7.73
1600,Heroscape Marvel: The Conflict Begins,7.02
1601,Warhammer: Diskwars,7.08
1602,Carcassonne: Gold Rush,7.16
1603,Paranormal Detectives,7.13
1604,Arena: Roma II,6.88
1605,Mare Nostrum,6.72
1606,Normandy '44,7.90
1607,The Bridges of Shangri-La,6.80
1608,Duel of Ages II,7.42
1609,Nyet!,6.78
1610,Sol: Last Days of a Star,7.58
1611,Field Commander: Napoleon,7.73
1612,Marvel Dice Masters: Age of Ultron,7.24
1613,Wits & Wagers Family,6.93
1614,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,7.26
1615,Iwari,7.23
1616,Seeland,6.91
1617,Machi Koro Legacy,7.02
1618,La Granja: No Siesta,6.81
1619,Bootleggers,6.69
1620,Egizia: Shifting Sands,7.62
1621,Codex Naturalis,7.23
1622,The Rise of Queensdale,7.51
1623,2 de Mayo,6.91
1624,Chocolate Factory,7.17
1625,Rise to Nobility,7.01
1626,Hoity Toity,6.52
1627,Coal Baron: The Great Card Game,7.11
1628,Terramara,7.36
1629,Sanssouci,7.13
1630,LYNGK,7.60
1631,Miyabi,7.53
1632,Show Manager,7.00
1633,SPQR (Deluxe Edition),8.01
1634,Neta-Tanka: Deluxe Edition,7.22
1635,The Red Dragon Inn 3,7.18
1636,Dice Throne,7.84
1637,Renature,7.30
1638,Human Punishment: Social Deduction 2.0,7.78
1639,Nautilion,7.24
1640,The Boss,6.79
1641,Ascension: Realms Unraveled,7.53
1642,Teenage Mutant Ninja Turtles: Shadows of the Past,7.45
1643,Paris Connection,6.68
1644,Wasabi!,6.53
1645,Memoarrr!,6.92
1646,Anomia,6.66
1647,Trans Europa,6.64
1648,"Warriors of God: The Wars of England & France, 1135-1453",7.44
1649,Serenissima,6.86
1650,Ride the Rails,7.29
1651,Archaeology: The Card Game,6.67
1652,Cytosis: A Cell Biology Board Game,7.07
1653,Rummikub,6.40
1654,Covert,7.12
1655,Petrichor,6.97
1656,Hornet Leader: Carrier Air Operations,7.88
1657,Guilds of London,6.85
1658,Rommel in the Desert,7.54
1659,1860: Railways on the Isle of Wight,7.91
1660,Cutthroat Caverns,6.53
1661,Horus Heresy,7.06
1662,Mamma Mia!,6.47
1663,Time's Up! Deluxe,7.49
1664,Cthulhu Realms,6.70
1665,B-17: Queen of the Skies,7.08
1666,Beyond Baker Street,6.87
1667,6 nimmt! 25 Jahre,7.45
1668,Troyes Dice,7.17
1669,Compounded,6.74
1670,Labyrinth,6.41
1671,Dr. Eureka,6.61
1672,Minecraft: Builders & Biomes,7.05
1673,Harbour,6.52
1674,Um Reifenbreite,6.80
1675,Moonrakers,7.93
1676,Relic,6.77
1677,Pyramid of Pengqueen,6.89
1678,5-Minute Marvel,6.86
1679,Frank's Zoo,6.61
1680,Samurai Sword,6.67
1681,HeroQuest Advanced Quest,7.32
1682,Conquest of the Empire,6.73
1683,Star Trek Panic,7.01
1684,Castellion,6.94
1685,Monumental,7.73
1686,Perikles,6.90
1687,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,8.19
1688,World War II: Barbarossa to Berlin,7.32
1689,ICECOOL2,7.24
1690,Lotus,6.72
1691,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,7.22
1692,Hamsterrolle,6.81
1693,Fighting Formations: Grossdeutschland Motorized Infantry Division,7.63
1694,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,7.47
1695,Cross Clues,7.41
1696,Catan Histories: Settlers of America – Trails to Rails,6.80
1697,Noctiluca,7.17
1698,High Frontier (Third Edition),8.24
